version_id,lang_code,lang_name,country,abbr,has_text,version_title
3721,lla,Lala-Roba,NG,LLA,true,Lala NT
947,lam,Lamba,CD;ZM,AAL59,true,Amashiwi Aba Lesa
1607,lai,Lambya,MW;TZ;ZM,LMBNT2016,true,Ulufingo Ulupya
4154,lai,Lambya,MW;TZ;ZM,LMB2024,true,IBAYIBOLO 2024
4449,bma,Lame,NG,Laa,true,Lamma Bible Translation Project
3583,lns,Lamnso’,CM;NG,LNB,true,ŊWÀʼ NYÙY
3766,lag,Langi,TZ,LAG,true,Mʉháko Mufya
472,laj,Lango (Uganda),UG,La79,true,Lango New Testament
1974,laj,Lango (Uganda),UG,Lango,true,BUK OBAŊA ACIL AME OLWOŊO NI BAIBUL AME OGEO LOKO I LEB LAŊO
2470,lro,Laro,SD,Laru,true,Laru
4474,ldk,Leelau,NG,MLP,true,MUNGA TRANSLATION PROJECT
1497,lgm,Lega-Mwenga,CD,NTKI57,true,Nouveau Testament en Kilega
2442,lef,Lelemi,GH;TG,lef,true,Katɔti Ɔku Kedee
552,leh,Lenje,ZM,BBBLI,true,Baibo Busansulushi Bwa Libuku Ili
1479,xpe,Liberia Kpelle,GN;LR,KWB,true,Ŋ̀âla Kɔlɔ Maa Waai
4321,liz,Libinza,CD,LIZ,true,Bibiliya E Santu Libinza
2382,lik,Lika,CD,lik,true,AGɄMƐ WAMBƗYA
4320,lie,Likila,CD,LIE,true,Bibliya Mosantu Likila
1240,lmp,Limbum,CM;NG,LNT,true,Limbum New Testament
1964,lin,Lingala,CD;CF;CG,MNB,true,Mokanda na Bomoi
1294,loq,Lobala,CD;CG,loqDBL,true,Lobala NT
3594,lob,Lobi,BF;CI;GH,LOBIRI,true,Thãgbaa Ʋlfɛ Pha 1985
1834,log,Logoti,CD;SS,log,true,BÚKÙ TÀ TƗ́DHƗ́//RU YÌZO DHƗ ÀDHYA
2802,log,Logoti,CD;SS,LOG,true,Tandu tani adea ngoro ta tišile Marako tini. Tandu tani adea ngoro ta tišile Matayo tini.
1456,lom,Loma (Liberia),GN;LR,DN1971,true,DEƲE NIINƐI
3244,ngl,Lomwe,MW;MZ,NGL1930,true,Nlakano Nahihano ni Masalmo 1930
3325,lon,"Lomwe, Malawi",MW;MZ,MW2019,true,Mawu a Mulluku
4394,lnz,Lonzo,CD,LNZ,true,Bibidi di Longo
825,loz,Lozi,BW;NA;ZM;ZW,Lozi09,true,Bibele ye Kenile (Catholic Edition)
2918,lua,Luba-Lulua,AO;CD,TSH96,true,MUKANDA WA MYIDI MUKULU
2919,lua,Luba-Lulua,AO;CD,TSH,true,Mukanda wa Nzambi Dihungila Dikulukulu ne Dihungila Dihia-dihia 2003
4534,kcc,Lubila,NG,kcc,true,Lubila
2970,lgg,Lugbara,CD;UG,LB66,true,E’yo Siza Alatararu Munguniri BIBLIA
915,ruf,Luguru,TZ,LBV,true,Laghano Lya Sambi Kwe Iwanu Wose
2887,rag,Lulogooli,KE;TZ,MBE,true,KITABU KITAKATIFU
2888,rag,Lulogooli,KE;TZ,LOGOOLI,true,KITABU KITAKATIFU
2493,lmd,Lumun,SD,Lumun,true,LON ILOPOROT LOKAPIK NATHAM NꞌREK NNONATHAM NOMAꞌROT
4053,luj,Luna,CD,Luna_NT,true,Disambi Dipyadipya
4476,luj,Luna,CD,KPBT,true,Kuba Project Bible Translation
3090,lun,Lunda,AO;CD;ZM,MW62,true,MUKANDA WANZAMBI
3305,lun,Lunda,AO;CD;ZM,MWW04,true,Mukanda Wajila Wanzambi
1810,luo,Luo (Kenya and Tanzania),KE;TZ,DHO15,true,MUMA MALER 2015
2652,luo,Luo (Kenya and Tanzania),KE;TZ,MLM,true,Motingʼo Loko Manyien
2677,lue,Luvale,AO;ZM,LUE70,true,Luvale Bible 1970
3089,lue,Luvale,AO;ZM,LUE,true,Chilongeslo-Chalushiko-Lwakalunga Chachihya
1783,lwo,Luwo,SS,lwo,true,Luwo
4077,lyn,Luyana,AO;NA;ZM,lyn,true,Luyana Bible Translation
1772,lee,Lyélé,BF,lee,true,Lyélé
2796,mhi,Ma'di,SS;UG,MHIRuth,true,Waraga Ruti Dri 1938
1688,mdy,Maale,ET,ጌኤ.ማፃ,true,ጌኤዦ ማፃኣፖ
1689,mdy,Maale,ET,MNT,true,Maale New Testament
1175,ffm,Maasina Fulfulde,BF;CI;GH;ML;MR;NE,ffm,true,Aadi keyri: linjiila iisaa almasiihu
3093,ffm,Maasina Fulfulde,BF;CI;GH;ML;MR;NE,FBF,true,Dewtere Laamɗo Fulfulde Burkina Faso
2697,mfz,Mabaan,SD;SS,MFZ1947,true,Juɛl a pwɔdɛn tɛ Mak 1947
3042,jmc,Machame,TZ,MASNT00,true,Kyaasa Kiiya
3043,jmc,Machame,TZ,MAS2,true,BIBILLYA Mareiyo Meele a Iruva
1802,mda,Mada (Nigeria),NG,MadaNT,true,Rɛn Kpan Nyu Suswɛ
908,maf,Mafa,CM;NG,MAFNT,true,Mofa New Testament
4071,maf,Mafa,CM;NG,MOF89,true,Ma Zhiklè
3167,mxx,Mahou,CI;GN,MXX,true,Mahou
3180,mpe,Majang,ET,KSTM,true,Kuumeet Sinɔ Tɔɔnuk Ad Majaŋeeroŋk
1143,mcp,Makaa,CM,mcp,true,Makaa
1673,mgh,Makhuwa-Meetto,MZ;TZ,MOT,true,Makua Bible Version
2761,mgh,Makhuwa-Meetto,MZ;TZ,NNI,true,Nleehano Nonaanano Imeetto; Moçambique
3013,vmk,Makhuwa-Shirima,MW;MZ,VMK2021,true,Emakhuwa Bible
1174,kde,Makonde,MZ;TZ,kde,true,Ibibiliya mu Shimakonde Imbodi Yaambi na dimbande dya Imbodi Yakala
2375,kde,Makonde,MZ;TZ,Chimakonde,true,Bibiliya ya Chimakonde
96,plt,Malgache,MG,MG1865,true,Malagasy Bible
384,plt,Malgache,MG,DIEMDC,true,Dikateny Iombonana Eto Madagasikara
396,plt,Malgache,MG,DIEM,true,DIEM PROTESTANTA
814,plt,Malgache,MG,MBC,true,Baiboly Katolika
873,plt,Malgache,MG,MBP,true,Baiboly Protestanta Malagasy
1219,plt,Malgache,MG,MRV,true,La Bible en Malgache
3103,plt,Malgache,MG,BPFF,true,Baiboly Protestanta Malagasy 2011
2566,mgq,Malila,TZ,Malila,true,ULufingo uLupwa
1140,myk,Mamara Senoufo,BF;ML,mykNTpo,true,Mamara
1756,mgr,Mambwe (ichi-): Lungu,TZ;ZM,MamL13,true,Amazwi Yakwe Leza 2013
1784,maw,Mampruli,GH;TG,maw,true,Mampruli
3684,mgs,Manda (Tanzania),MW;TZ,MGS1937,true,Kilagano kya hino 1937
3758,mgs,Manda (Tanzania),MW;TZ,MGSPSA,true,Zaburi sya Daud 1913 (Tanzania)
3208,mnk,Mandinka,GM;GN;GW;SN,MNKBI,true,Mandinka Bible
3251,mfv,Mandjak,GM;GW;SN,KPKNT,true,KARÚK-PËRIM KAWALU Nouveau Testament
2074,kby,Manga Kanuri,NE;NG,KBY,true,Linjila
2565,mge,Mango,TD,mngNT,true,Ta lə Lubə Kunmindɨ kɨ́ Sigɨ
1214,knf,Mankanya,GW;SN,knf,true,Mankanya
2831,mev,Mano,CI;GN;LR,MNT,true,Wè-dɔ-wè Dɛɛ
2832,mev,Mano,CI;GN;LR,MHB,true,Wálà Kìì
3590,mzj,Manya,GN;LR,MBT2023,true,Ala Ya Salatikan Kula Kitabu
855,mpg,Marba,TD,BA,true,Bible azumeina
4083,mfm,Marghi South,NG,mfmTNT,true,Ndǝshiguˈyar Foɗǝu Ənga Thlǝr Camaˈyar
2183,myx,Masaaba,KE;UG,LPE,true,Ibayibuli Ingwalaafu
2184,myx,Masaaba,KE;UG,LCE,true,Ibayibuli Ingwalaafu
1816,mas,Masai,KE;TZ,MBS,true,Biblia Sinyati
3044,mas,Masai,KE;TZ,MAS70,true,Osotua Ng'ejuk
3063,mas,Masai,KE;TZ,BIBLIACATHO,true,BIBLIA SINYATI TE NKUTUK OO LMAASAI NATISIRAKI ENG'EJUK NAATA MBUKUI E DITROKANONI
3064,mas,Masai,KE;TZ,BIBLIAPRO,true,BIBLIA SINYATI TE NKUTUK OO LMAASAI NATISIRAKI ENG'EJUK
3310,mas,Masai,KE;TZ,SINYATI,true,BIBLIA SINYATI
557,mcn,Masana,CM;TD,Massana,true,BIBALDA TA PELDETTA
3749,mho,Mashi,AO;NA;ZM,mho,true,Mashi
4481,mho,Mashi,AO;NA;ZM,MBTP,true,Bassa (Methew)
2205,mfh,Matal,CM,mfh,true,Wakità Zəzagəla Wakità Aŋa Makəs Vok Slawda Mawga (Cameroun)
3941,mgv,Matengo,TZ,MaBV,true,Matengo Bible Version
2363,mgw,Matumbi,TZ,Matumbi,true,Matumbi is Lilaganu Lyayambi’
344,mfe,Mauritian,MU,NTKM2009,true,Nouvo Testaman dan Kreol Morisien
3312,mfe,Mauritian,MU,KMNT,true,Nouvo Testaman Kreol Morisien Harmonisation NTPS KM
3313,mfe,Mauritian,MU,KMOTPOR,true,Kreol Morisyen OT Portions
2648,mdm,Mayogo,CD,mdm,true,Gandja na Mbɨa
4353,snm,"Ma’di, Southern",UG,MADI-URL,true,Búkù Eꞌyo Oꞌdɨ nɨ vɨɨ alóo ɨnɨ Búkù Yona nɨ vɨɨ be
4475,lnb,Mbalanhu,NA,MBTP,true,Mbalanhu Bible Translation Project
444,myb,Mbay,CF;NG;TD,MB80,true,BIBLE MBAÏ 1980
3108,myb,Mbay,CF;NG;TD,MlL,true,Maktub Ta Kumkajir
4354,mfo,Mbe,NG,mfo-latn,true,Mbembe Okohm
3388,mfn,"Mbembe, Cross River",NG,mfn,true,Ofonokpan LP NT Portions
4477,mfn,"Mbembe, Cross River",NG,mfn-x-os,true,Mbembe Osopong
4478,mfn,"Mbembe, Cross River",NG,mfn-x-ad,true,Mbembe Adun [mfn]
3474,mdt,Mbere,CG;GA,MDT,true,Obamba Kiwoyeti (mdt) NT Portions
4519,xmd,Mbudum,CM,xmd,true,Nouveau Testament Mbudum
4480,mhd,Mbugu,TZ,NTMBL2025,true,Mbugu
456,mqb,Mbuko,CM,MQB,true,Aban 'am wiya awan
3922,mhw,Mbukushu,AO;BW;NA;ZM,MHW1986,true,Testamende Ghomupya Nopisalemi 1986
1835,mbu,Mbula-Bwazza,NG,mbu,true,Maləmce Məfele mala Ɓakuli: Kurcau Məbəshe
4399,mbu,Mbula-Bwazza,NG,mbu,true,Mbula-Bwazza
627,mck,Mbunda,AO;ZM,MBB,true,Livulu lya Shukulu Kalunga
4479,mgy,Mbunga,TZ,NTMbBL2025,true,Mbunga
3294,byv,Medumba,CM,BMa,true,NTSHOB NSI
4133,mfx,Melo,ET,MeloNTL,true,Oroth Caaqo
4134,mfx,Melo,ET,MeloNTEth,true,ኦሮ ጫቆ
2950,men,Mende,GN;LR;SL,RMB,true,Mende Bible Portions
2951,men,Mende,GN;LR;SL,MENNT,true,Ngowili Yekpei Numu Kpɛlɛɛ Va
4520,xmg,Mengaka,CM,XMG,true,Nouveau Testament Mengaka
1168,meq,Merey,CM,meq,true,Merey
2179,mgo,Meta',CM,mgo,true,Meta’
3235,mgo,Meta',CM,MBTP,true,Ikan feg
2999,mmy,Migaama,TD,mmy,true,Migaama
3630,mkf,Miya,NG,MKF,true,Miyawa
1104,soy,Miyobe,BJ;TG,SNT,true,Nkomine Fal Ritɛlɛ́
4518,mmu,Mmaala,CM,MMU2,true,Numala2
3233,bfm,Mmen,CM,bfm,true,Ŋwàʼlè ə̀ Fèzhə̀ Mkâyn Mə̂ Fèm
2237,mfq,Moba,BF;GH;TG,MOBANT07,true,Yiesu Lɑbɑmɑnn Muɑl Ni
3097,old,Mochi,TZ,KIM2,true,Bibilia Kui Mdedie fo Kimochi
1785,mif,Mofu-Gudur,CM,MFI,true,Mofu-Gudur
4517,mif,Mofu-Gudur,CM,MIFU,true,Bible Mofu Gudur
2049,mfg,Mogofin,GN,MOG,true,Ala la kitabuenu Mɔgɔfin kuma tɔ
1034,mkl,Mokole,BJ,MKL,true,Bibeli do fee
3234,bri,Mokpwe,CM,bri,true,Mokpwe: Bakwery (New Testament)
4710,mlw,Moloko,CM,Mlk,true,Nouveau testament Moloko
1495,lol,Mongo,CD,NTMN58,true,BONKANDA WA NZAKOMBA W’AEYOKO
2917,lol,Mongo,CD,LOL87,true,BONKANDA WA NZAKOMBA
4526,lol,Mongo,CD,lol,true,Lokonda
2551,mnh,Mono,CD;CF,mnh,true,TAFO AYO
3456,mtl,Montol,NG,MTL,true,Tel NT Portions
558,ary,Moroccan Arabic,DZ;EH;MA,MSTD,true,الترجمة المغربية القياسية
3655,ary,Moroccan Arabic,DZ;EH;MA,ary,true,Northern Mor N T
1377,mgc,Morokodo,SS,MKD,true,Morokodo
1217,mos,Mossi,BF;CI;GH;ML;TG,SSDC98,true,SEBR SÕNGO
3057,mos,Mossi,BF;CI;GH;ML;TG,MOONT98,true,KÃAB-PAALGÃ KOE-NOOGO
3058,mos,Mossi,BF;CI;GH;ML;TG,MPBU,true,WẼNNAAM SEBRE 2014
1855,mug,Mousgoum,CM;TD,MUSGUM,true,Ɗû na sɗik na wiini Alaw
3973,mpa,Mpoto,MW;TZ,OTMpBL2020,true,Chimpoto
3584,mgg,Mpumpong,CG;CM,MPU,true,Myēnj phōn mí Zɛɛ̄mb
2433,moz,Mukulu,TD,moz,true,Mattup ki Taasuwa ere Aware
2069,mzm,Mumuye,NG,mzmNT,true,Nyaa Shɔɔ Ɓɔɔ Laa a Ɓɛɛ
863,mua,Mundang,CM;TD,MUAR,true,Bible Moundang
2208,mnf,Mundani,CM,mnf,true,Mundani
2383,mur,Murle,ET;SS,mur,true,Murle
1130,mse,Musey,CM;TD,BMS,true,Boy Lonana
1142,muy,Muyang,CM,muy,true,Ma Mʉweni Sulumani ge Melefit
4100,sur,Mwaghavul,NG,SUR-x-MUPUN,true,Manji Yiljep
1789,moa,Mwan,CI,moa,true,-JAN ꞌNRALE- ꞌSƐWƐ
1148,wmw,Mwani,MZ,wmwBI,true,Mwani
2370,mwe,Mwera (Chimwera),TZ,Shimwela,true,Malagano ga Ambi
2877,mws,Mwimbi-Muthambi,KE,LUKA,true,NTETO ĨMBEGA TA BŨRĨA YANDĨKIRWE NĨ LUKA
3438,mye,Myene,GA,MYE,true,Bibili 1927 (Omyene)
3542,tnr,Ménik,SN,BNT,true,Gakayiti an Urün aŋ
1792,muh,Mündü,CD;SS,muh,true,Mündü
3340,jbn,Nafusi,LY;TN,KTJT,true,كتب تمازغت توتنسية
4462,jbn,Nafusi,LY;TN,IGJ,true,Injiyl g Jerbi
4463,jbn,Nafusi,LY;TN,IGSJ,true,Injiyl g Silha Jbali
4487,nmq,Nambya,BW;NA;ZM;ZW,LTP,true,Nambya Translation Project
4592,nmq,Nambya,BW;NA;ZM;ZW,NMQMRK,true,Marko 1961
1136,nhr,Naro,BW;NA,NNT,true,Ka̱bas Qae-xg'ae sa
3848,ntm,Naténi,BJ,ntm,true,"Naténi - WBT (NT,GEN,EXO) Non Drama"
1836,naw,Nawuri,GH,naw,true,Nawuri
3726,ncr,Ncane,CM,ncr,true,Nchane (Ncane)
2523,ndh,Ndali,MW;TZ,Ndali,true,ULwitikano uLupya
1038,ndj,Ndamba,TZ,NdBV,true,Lilaghanu lya shonu
4484,ndj,Ndamba,TZ,OTNdambBL,true,Ndamba
1694,ndc,Ndau,MZ;ZW,Ndau,true,Bhaibheri Rakachena muChindau
3767,ndc,Ndau,MZ;ZW,CINDAU NT,true,NOVO TESTAMENTO EM NDAU
3422,ndd,Nde-Nsele-Nta,NG,NDD Nta,true,Nde-Nsele-Nta LP NT Portions
3996,ndd,Nde-Nsele-Nta,NG,NDD-011,true,Nde
3940,dne,Ndendeule,TZ,NdeBV,true,Ndendeule
2805,ndp,Ndo,CD;UG,Kebu,true,E’di Mikindi Le’bura
4323,ndw,Ndobo,CD,NDW,true,Bibliya Mosantu Ndobo
3994,nbb,Ndoe,NG,NBB,true,Ndoe
1793,ndz,Ndogo,SS,ndz,true,Ndogo
3974,njd,Ndonde Hamba,TZ,NTNHBL,true,Ndondehamba
372,ndo,Ndonga,AO;NA,ONDB,true,Ombiimbeli Ondjapuki
4439,dno,Ndrulo,CD,NDRULO,true,Ndrulo Ruta ndèymí njàddí Lò-tdey tsò gbádha mí bǔkù nà
2574,ndv,Ndut,SN,NDV,true,Séréel Ndút
4375,nww,Ndwewe,TZ,NTNBL2025,true,Ndwewe New Testament
3273,ney,Neyo,CI,NEY,true,Neyo
516,sba,Ngambay,CM;NG;TD,SBA2015,true,Maktub gə́ To gə Kəmee
1492,nxd,Ngando (Democratic Republic of Congo),CD,BBY62,true,Bokanda Bona Yakomba Bon’ototo
474,gng,Ngangam,BJ;GH;TG,gngNT,true,Ngangam
2920,nga,Ngbaka,CD;CF;CG,NGB,true,WE NU GALE 1995
3582,nge,Ngemba,CM,MNT,true,Mɨkan wu Fi
3332,ngj,Ngie,CM,NGI,true,Aŋwaʼanayn Uso Fey
299,nnh,Ngiemboon,CM,NGBM,true,Nouveau Testament en Ngienboum
4488,nnh,Ngiemboon,CM,nnh,true,Ŋwàʼne Ssé
1674,nnq,Ngindo,TZ,NNQNT,true,Ngindo New Testament
1431,niy,Ngiti,CD;UG,NIY,true,UNGBÒTA-ƆWɄ́TÁ TƆ́ BHǓKÙ
2621,jgo,Ngomba,CM,JGO,true,Kɑɑ Fí
3008,nla,Ngombale,CM,NLA,true,Kaa Shwî
1490,ngc,Ngombe (Democratic Republic of Congo),CD;CF,NTNG61,true,Nouveau Testament en Ngombe 1961
4524,ngc,Ngombe (Democratic Republic of Congo),CD;CF,ngc,true,Miwera
4525,ngc,Ngombe (Democratic Republic of Congo),CD;CF,ngc,true,Bodjenga NT and OT
4527,ngc,Ngombe (Democratic Republic of Congo),CD;CF,ngc,true,Bondjale
4576,noq,Ngongo,CD,noq,true,BIBLE EN KINGONGO
1043,ngp,Ngulu,TZ,NgBV,true,Ndagano mp'ya kwa wanth'u wose
4535,ngp,Ngulu,TZ,NguuBV,true,Kingulu
4622,ngz,Ngungwel,CG,ngz,true,Ondoo b'Alili b'Engnungwel
3236,ngn,Ngwo,CM,nbt,true,Aŋwɛʼrɛ Ebuumu Fe Nè Ngwe
2803,kdj,Ng’akarimojong,KE;SS;UG,NIB2008,true,Ebaibul
3729,nie,Niellim,TD,nie,true,Ɛrgɨ Ɓani
1813,nim,Nilamba,TZ,KNT09,true,LYAGO NIPIA MPOLA NANZIIZA KU ANTU TŨLŨ Kuntambo ya Kĩnilyamba 2009
367,nin,Ninzo,NG,ninNT,true,Ungbamvu Ku Abachi Azhi Ahe̲he̲ Ka
4066,nkn,Nkangala,AO,nkn,true,Nkangala Bible Translation
4597,nkn,Nkangala,AO,NNTZ,true,Nkangala New Testament Zambia
4300,nkz,Nkari,NG,NKZ,true,Nsasana Ŋwed Idem-Mbubod
255,nko,Nkonya,GH,nko,true,Bulu Ntam Pɔpwɛ mʋ́a Israel Ɩlʋ
3091,nka,Nkoya,ZM,LLK,true,Libuka Lya Kuyela
3296,nka,Nkoya,ZM,KK2008,true,Kulimama Kwakupya
3995,nbp,Nnam,NG,NBP,true,Nnam
2598,fia,Nobiin (Nòbíín),EG;SD,FIA1885,true,"Iṅǵīl Yesū El-Messīhnilin, Markosin Fāyisīn Nagittā 1860"
1775,lem,Nomaande,CM,lem,true,Nomaande
1646,snf,Noon,SN,SNFDBL,true,Noon
461,nhu,Noone,CM,nhu,true,Noone
551,mfk,North Mofu,CM,MOF,true,MEY HAYNA WAYNA MA YEZU KRISTE MA MEVEY
1626,nde,North Ndebele,BW;ZM;ZW,BEN,true,IBhayibhili Elingcwele LesiNdebele
4087,nde,North Ndebele,BW;ZM;ZW,BE1978,true,iBhayibhili Elingcwele 1978
2152,dip,Northeastern Dinka,SD;SS,dip-JPB,true,JAM DE NHIALIC 2011
3711,tng,Northern Gabri,TD,TNG1978,true,Kebu go dore go herua 1978
2682,ngb,Northern Ngbandi,CD;CF,NGB87,true,Fana Ngbangɔ 1987
564,nse,Nsenga,MZ;ZM;ZW,GMN,true,Uthenga Uweme wa Yesu Kristu Wolembewa na Maliko
1308,nse,Nsenga,MZ;ZM;ZW,GMN,true,Chinsenga New Testament
3614,nse,Nsenga,MZ;ZM;ZW,MA23,true,Mapangano Alomba 1923
2235,bud,Ntcham,GH;TG,BASSARDC,true,UNIMBƆTI NYƆƆBUNDI GBƆŊKU
4528,nto,Ntomba,CD,nto,true,Lontomba
4293,kcn,Nubi,CD;KE;SS;UG;US,KCN,true,Baibuli Alnedif Nubi
2155,nus,Nuer,ET;SS,nusNHB,true,RUAC KUƆTH IN RƐL RƆ
2624,yas,Nugunu,CM,YAS,true,Nogálɔ ná mammana ya Gɛɔyɔ
4483,nbr,Numana-Nunku-Gbantu-Numbu,NG,NAA,true,Numana New Testament
2386,nwb,Nyabwa,CI,nwbNT,true,Nyaboa (Nyabwa)
2326,nyy,Nyakyusa-Ngonde,MW;TZ,NYAK,true,Ʉlwitɨkano Ʉlʉpya
2399,nyy,Nyakyusa-Ngonde,MW;TZ,NYB96,true,Biblia Umwikemo 1996
2683,nyy,Nyakyusa-Ngonde,MW;TZ,NYY,true,Nyakyusa Ngonde New Testament (Ulwitikano Ulupya)
4049,nyy,Nyakyusa-Ngonde,MW;TZ,NNBII,true,BAIBULO INONGWA INUNU
4492,nyy,Nyakyusa-Ngonde,MW;TZ,SSTP,true,Sukwa Bible Translation
4575,nle,Nyala,KE,LNTPP,true,ENDAKAANO EMBIAKHA ESABURI NENDE ENGANO
3231,mwn,Nyamwanga,MW;TZ;ZM,WWN82,true,WAKALATA WANO WALI
3046,nym,Nyamwezi,TZ,Nym51,true,Nyamwezi New Testament 1951
4660,nym,Nyamwezi,TZ,Nyam,true,Bibliya Ki'nyamwezi
4564,nyj,Nyanga,CD,nyj,true,TRADUCTION BILBE EN KINYANGA
2989,nyb,Nyangbo,GH,nyb,true,Nyangbo New Testament
4674,nyb,Nyangbo,GH,NYB,true,Nyagbo Old Testament
1068,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,BLP-2018,true,Buku Lopatulika
1618,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,CCL,true,Mawu a Mulungu mu Chichewa Chalero
2972,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,BLY-DC,true,Buku Loyera Catholic Edition - Chichewa
4491,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,NTNYBL2025,true,Nyanja
4767,nya,Nyanja,MW;MZ;SZ;TZ;ZM;ZW,BLY,true,Buku Loyera Chichewa Bible
1434,nyn,Nyankole,RW;TZ;UG,RR64,true,Baibuli Erikwera
2996,nyn,Nyankole,RW;TZ;UG,RKK2008,true,EKITABO EKIRIKWERA BAIBULI N'EBITABO EBY'OMUBONANO  APOKURUFA/DYUTROKANONIKO
301,rim,Nyaturu,TZ,RNT,true,Kirimi New Testament
3369,rim,Nyaturu,TZ,RIMRC,true,Kirimi Interconfessional Bible
3045,nih,"Nyiha, Tanzania",MW;TZ;ZM,NYi1965,true,Tesitamenti Umupwa 1965
3145,nih,"Nyiha, Tanzania",MW;TZ;ZM,nih,true,ULufingwi uLupwa
2332,nuj,Nyole,UG,NUJ,true,Endagaano Epyaha mu Lunyole
4121,nuj,Nyole,UG,NUJ,true,Endagaano Epyaha ko n'ebitabo ebindi eby'Endagaano Ekayire mu Lunyole
2882,nyd,Nyore,KE,EBAIBO,true,EBAIBO INZIENUKHU
2515,nyo,Nyoro,UG,BRR64,true,Bible in Runyoro-Rutooro 1964 Version
2806,nyo,Nyoro,UG,BRR2008,true,Ekitabu Ekirukwera N'Ebitabu Ebyeetwa Deturokanoniko/Apokurifa
2347,nyu,Nyungwe,MW;MZ;ZW,NYNT,true,ciNyungwe Bibliya
4325,nzd,Nzadi,CD,NZD,true,Mosantu biblia Nzadi
2717,nzi,Nzima,CI;GH,NB,true,BAEBOLO﻿ ANZƐƐ﻿ BULUKU NWUANZANWUANZA
4529,nzi,Nzima,CI;GH,ONEN,true,Biblica® Open Ngoane Edwɛkɛ Ne
1582,ann,Obolo,NG,ANNa,true,Ikpa Mbuban Eyi Katolik
1587,ann,Obolo,NG,Obolo,true,Ikpa Mbuban
2269,odu,Odual,NG,OḌU,true,Ooḅi Adōm Aghuḍum
2622,oku,Oku,CM,oku,true,Ŋwaale Feyin; Kelek Kefɛɛ
3430,iko,Olulumo-Ikom,NG,Olulumo-Ikom,true,Nkome LP NT Portions
3993,iko,Olulumo-Ikom,NG,Olulumo-Ikom,true,Olulumo
4569,oml,Ombo,CD,oml,true,Ombo Traduction
3949,omi,Omi,CD,omi,true,Omi Traduction 2
1556,bsc,Oniyan,GN;GW;SN,BSCDBL,true,Akayëta and eter ekaŝax aŋ. Akayëta Añanar aŋ
4274,orx,Oro,NG,ORX,true,Oro Elile n̄wid Abazi
3173,gax,"Oromo, Arsi",ET;KE;SO,WLNT,true,WAADAA LAMMATAA
3174,gax,"Oromo, Arsi",ET;KE;SO,ArsiDNT,true,Waadaa Haarawa
3497,gax,"Oromo, Arsi",ET;KE;SO,KitWoy,true,Kitaaba Woyyuu
2935,gax,"Oromo, Borana-Arsi-Guji",ET;KE;SO,BOR,true,KITAABA WAAQA
2943,gax,"Oromo, Borana-Arsi-Guji",ET;KE;SO,BOR,true,KITAABA WAAQA KA KITAABA DEUTAROKANONIKOL/ APOKRIFA QABU
3175,gax,"Oromo, Borana-Arsi-Guji",ET;KE;SO,KakHaa,true,Kakuu Haaraaka
3176,gax,"Oromo, Borana-Arsi-Guji",ET;KE;SO,GAXNT,true,Guji Oromo New Testament 2007
4125,gax,"Oromo, Borana-Arsi-Guji",ET;KE;SO,guj,true,KITAABA WOYYICHA
4009,kwm,Oshikwambi,NA,KWM,true,Etestemente Epe ✠ 1951
3998,uta,Otank,NG,UTA,true,Itang
3403,otr,Otoro,SD,OTR1966,true,ŋuɽun ŋun ŋiya ŋun ŋikaiilo elo 1966
2154,lot,Otuho,SS;UG,EA2003,true,Ecorit Aŋejuk 2003
3842,lot,Otuho,SS;UG,LOT1969,true,Ecorit Aŋejuk 1969
4135,oyd,Oyda,ET,OydaNTL,true,Oyda New Testament
4136,oyd,Oyda,ET,OydaNTE,true,ኦይዳ አዲስ ኪዳን
1978,sig,Paasaal,GH,sigDBLnt,true,Wɩɩsɩ Nyʋʋfalɩɩ Teŋ (Ghana)
3333,pnz,Pana,CF;CM;NG;TD,pnz,true,Bélaɓay a Gáŋvbôn
1237,pfe,Peere,CM;NG,PNT,true,Pere New Testament
4395,ppp,Pelende,CD,PPP,true,Buku di Santu
2516,pcm,"Pidgin, Nigerian",NG,pcm,true,Holy Bible Nigerian Pidgin English
2159,pny,Pinyin,CM,pny,true,Pinyin
1518,ktj,Plapo Krumen,CI;LR,ktj,true,NYƖSƲA A ꞊HAANTITIE
944,poy,Pogolo,TZ,PBV,true,Lipatanu Lya Syayi Kwa Wantu Woseri
4530,poy,Pogolo,TZ,PBV,true,Lipatanu Lya Syayi Kwa Wantu Woseri
2222,pkb,Pokomo,KE,pkb,true,Pokomo
1515,kvj,Psikye,CM;NG,BEK12,true,Ghena ta Shala
2638,kvj,Psikye,CM;NG,BEKDC12,true,Ghena ta Shala
1798,fuf,Pular,GN;GW;ML;SL;SN,VPFJ,true,Version Pular Fuuta-Jallon
3415,puu,Punu (Ipounou),CG;GA,PUU1992,true,La Sainte Bible en Langue Yipunu
3939,puu,Punu (Ipounou),CG;GA,PUNNT,true,Punu NT
3304,lme,Pévé,CM;TD,KMN,true,Kawvun mə Mbrew kə Nyeme
2884,pko,Pökoot,KE;UG,PIPÏLIA,true,PIPÏLIA
